Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Minutes_90s,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,Goals_minus_xG,npGoals_minus_xG,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Ast_minus_xAG,KP,Passes_Final3rd,PPA,CrsPA,TB,Sw,Crs,TI,CK,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,GCA,GCA90,Tkl,TklW,Tkl_Def3rd,Tkl_Mid3rd,Tkl_Att3rd,Tkl%,Int,Tkl+Int,Clr,Err,Touches,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Subs,Mn/Sub,PPM,PlusMinus,PlusMinus_90,xG_PlusMinus,xG_PlusMinus_90,TwoCrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,GK_PassAtt,Thr,Launch%,AvgLen,Opp,Stp,Stp%,GK_OPA,GK_OPA_90,AvgDist,Gls_p90,Ast_p90,xG_p90,npxG_p90,xAG_p90,xA_p90,PrgC_p90,PrgP_p90,PrgR_p90,Sh_p90,SoT_p90,FK_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,TI_p90,CK_p90,Off_p90,Blocks_p90,SCA_p90,GCA_p90,PassLive_p90,PassDead_p90,TO_p90,Fld_p90,Tkl_p90,TklW_p90,Tkl+Int_p90,Int_p90,Clr_p90,Err_p90,Touches_p90,Carries_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,Recov_p90,Fls_p90,Won_p90,G-xG_p90,np:G-xG_p90,A-xAG_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,Succ_p90,Tkld_p90,CrdY_p90,PKwon_p90,PKcon_p90,Subs_p90,Pos_Primary,score_FW,score_DF,score_MF,score_GK,radar_FW_Remate,radar_FW_Gol,radar_FW_Precision,radar_FW_Creacion,radar_FW_Movimiento,radar_FW_Conduccion,radar_DF_Defensa,radar_DF_Pase,radar_DF_Despeje,radar_DF_Aereo,radar_DF_Progresion,radar_DF_Errores,radar_MF_Creacion,radar_MF_Progresion,radar_MF_Defensa,radar_MF_Asistencia,radar_MF_Conduccion,radar_MF_Pase,radar_GK_Calidad,radar_GK_Paradas,radar_GK_GolesEnc,radar_GK_PorteriaACero,radar_GK_Pase
Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25.0,33,32,2681,29.8,4,3,0,0,8,0,3.9,3.9,3.4,35,107,48,41,13,31.7,1.38,0.44,0.1,0.31,15.9,0,0.09,0.1,0.1,778,1042,74.7,13993,3872,2.1,-0.4,25,67,19,3,3,9,12,13,0,3,26,56,1.88,44,1,3,1,4,0.13,56,30,19,27,10,34.5,43,99,95,1,1440,14,43.8,18,56.3,704,5,40,24,801,81.0,87.6,83.0,1,20.0,0.88,-17,-0.57,-14.2,-0.48,0,32,0,0,0,130,57,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.134,0.101,0.131,0.131,0.114,0.07,1.175,3.592,1.611,1.376,0.436,0.0,0.839,2.249,0.638,0.101,0.403,0.436,0.0,0.101,0.873,1.88,0.134,1.477,0.034,0.101,0.034,1.88,1.007,3.323,1.443,3.189,0.034,48.34,23.633,0.168,1.343,0.806,26.889,4.364,1.074,1.913,0.003,0.003,-0.013,26.117,34.979,469.739,129.981,0.47,0.604,0.269,0.0,0.0,0.034,MF,,,0.2678,,,,,,,,,,,,,,0.2108,0.2451,0.437,0.1405,0.1567,0.4466,,,,,
Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25.0,12,0,212,2.4,0,1,0,0,0,0,0.9,0.9,0.4,5,8,20,6,2,33.3,2.55,0.85,0.0,0.0,17.6,1,0.15,-0.9,-0.9,70,94,74.5,1242,388,0.5,0.6,3,5,3,1,0,0,20,3,5,0,2,5,2.11,2,2,0,0,1,0.42,2,1,0,1,1,14.3,1,3,7,0,136,2,25.0,6,75.0,73,4,6,3,75,18.0,6.9,,12,18.0,1.83,3,1.27,0.4,0.17,0,3,0,0,0,16,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.425,0.382,0.382,0.17,0.212,2.123,3.396,8.491,2.547,0.849,0.425,1.274,2.123,1.274,0.425,8.491,1.274,2.123,0.0,0.849,2.123,0.425,0.849,0.849,0.0,0.0,0.849,0.425,1.274,0.425,2.972,0.0,57.736,30.991,1.698,2.547,1.274,31.84,6.792,1.274,0.425,-0.382,-0.382,0.255,29.717,39.906,527.264,164.717,0.849,2.547,0.0,0.0,0.0,5.094,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,30.0,28,21,1696,18.8,0,0,0,0,1,0,0.7,0.7,0.8,13,59,22,15,3,20.0,0.8,0.16,0.0,0.0,20.4,0,0.05,-0.7,-0.7,570,740,77.0,9150,2503,1.9,-0.8,7,41,10,2,1,1,15,52,0,2,23,34,1.8,27,1,0,3,1,0.05,39,29,16,21,2,59.1,17,56,37,0,911,2,33.3,3,50.0,444,0,13,11,507,61.0,55.4,75.0,7,16.0,1.39,-3,-0.16,-5.3,-0.28,0,22,0,0,0,83,15,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.037,0.037,0.042,0.101,0.69,3.131,1.167,0.796,0.159,0.0,0.371,2.176,0.531,0.106,0.796,2.759,0.0,0.106,1.221,1.804,0.053,1.433,0.053,0.0,0.159,2.07,1.539,2.972,0.902,1.963,0.0,48.343,23.561,0.0,0.69,0.584,26.904,4.404,1.167,0.796,-0.037,-0.037,-0.042,30.248,39.269,485.554,132.824,0.106,0.159,0.053,0.0,0.0,0.371,MF,,,0.2288,,,,,,,,,,,,,,0.0745,0.2008,0.384,0.2131,0.092,0.5112,,,,,
Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,24.0,23,3,713,7.9,2,0,1,2,8,1,3.8,2.2,1.0,14,21,66,20,9,45.0,2.52,1.14,0.05,0.11,21.3,3,0.11,-1.8,-1.2,102,174,58.6,2045,760,1.7,-1.0,11,7,12,3,1,5,24,9,7,5,8,33,4.17,18,4,2,5,3,0.38,13,10,5,2,6,30.8,3,16,8,1,303,14,43.8,16,50.0,158,3,34,16,179,31.0,23.3,78.0,20,24.0,0.52,-1,-0.13,-2.8,-0.36,1,20,0,0,0,21,2,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.252,0.0,0.48,0.278,0.126,0.215,1.767,2.651,8.331,2.525,1.136,0.379,1.388,0.884,1.515,0.379,3.029,1.136,0.884,0.631,1.01,4.165,0.379,2.272,0.505,0.252,0.631,1.641,1.262,2.02,0.379,1.01,0.126,38.247,19.944,0.379,4.292,2.02,22.595,2.651,2.525,0.252,-0.227,-0.151,-0.126,12.875,21.964,258.135,95.933,1.767,2.02,1.01,0.0,0.0,2.525,FW,0.3227,,,,0.4073,0.2193,0.4457,0.4086,0.4185,0.1397,,,,,,,,,,,,,,,,,
Jannik Vestergaard,dk DEN,DF,Leicester City,eng Premier League,31.0,18,16,1391,15.5,0,0,0,0,5,0,0.1,0.1,0.1,3,32,2,3,2,66.7,0.19,0.13,0.0,0.0,9.7,0,0.03,-0.1,-0.1,870,959,90.7,14697,5807,0.1,-0.1,3,34,1,0,0,2,0,0,0,1,4,7,0.45,6,0,0,0,0,0.0,22,10,16,6,0,60.0,16,38,74,1,1092,4,100.0,0,0.0,672,0,2,0,757,77.0,40.7,81.0,2,51.0,0.5,-28,-1.81,-12.9,-0.83,0,12,0,0,1,46,26,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.194,2.07,0.129,0.194,0.129,0.0,0.194,2.2,0.065,0.0,0.0,0.0,0.0,0.065,0.259,0.453,0.0,0.388,0.0,0.0,0.0,1.423,0.647,2.459,1.035,4.788,0.065,70.654,43.48,0.0,0.129,0.0,48.979,2.976,0.776,1.682,-0.006,-0.006,-0.006,56.29,62.049,950.92,375.723,0.259,0.0,0.324,0.0,0.0,0.129,DF,,0.4479,,,,,,,,,0.2783,0.8865,0.5091,0.6422,0.1322,0.1083,,,,,,,,,,,
Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21.0,13,4,495,5.5,0,0,0,0,2,0,0.1,0.1,0.1,3,19,4,1,0,0.0,0.18,0.0,0.0,,8.9,0,0.1,-0.1,-0.1,356,392,90.8,6327,2038,0.2,-0.1,2,22,1,0,0,1,2,12,0,0,2,3,0.55,3,0,0,0,0,0.0,12,8,8,4,0,70.0,7,19,28,1,464,1,33.3,2,66.7,268,1,5,2,321,38.0,14.5,79.0,9,20.0,2.08,1,0.18,0.0,-0.01,0,9,0,1,1,19,7,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.018,0.018,0.018,0.036,0.545,3.455,0.727,0.182,0.0,0.0,0.364,4.0,0.182,0.0,0.364,2.182,0.0,0.0,0.364,0.545,0.0,0.545,0.0,0.0,0.0,2.182,1.455,3.455,1.273,5.091,0.182,84.364,48.727,0.182,0.909,0.364,58.364,3.455,1.636,1.273,-0.018,-0.018,-0.018,64.727,71.273,1150.364,370.545,0.182,0.364,0.364,0.0,0.182,1.636,DF,,0.4925,,,,,,,,,0.4498,0.8892,0.545,0.4578,0.2962,0.3033,,,,,,,,,,,
Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,22.0,30,28,2511,27.9,0,1,0,0,4,0,1.2,1.2,0.7,10,66,2,10,3,30.0,0.36,0.11,0.0,0.0,8.2,0,0.12,-1.2,-1.2,984,1198,82.1,19285,7699,0.6,0.3,3,86,3,0,1,17,5,3,0,6,7,13,0.47,11,1,0,1,2,0.07,36,20,26,10,0,71.4,27,63,191,4,1520,3,50.0,2,33.3,747,2,8,4,894,84.0,73.4,89.0,2,4.0,1.33,6,0.22,1.1,0.04,0,12,0,0,0,93,61,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.036,0.043,0.043,0.025,0.022,0.358,2.366,0.072,0.358,0.108,0.0,0.108,3.082,0.108,0.0,0.179,0.108,0.0,0.215,0.251,0.466,0.072,0.394,0.036,0.0,0.036,1.29,0.717,2.258,0.968,6.846,0.143,54.48,26.774,0.072,0.287,0.143,32.043,3.333,0.43,2.186,-0.043,-0.043,0.011,35.269,42.939,691.219,275.95,0.108,0.072,0.143,0.0,0.0,0.072,DF,,0.4298,,,,,,,,,0.2437,0.6596,0.7527,0.6578,0.1672,0.2383,,,,,,,,,,,
Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,27.0,34,34,2973,33.0,13,8,1,1,1,0,8.6,7.8,6.8,109,91,212,86,36,41.9,2.6,1.09,0.14,0.33,17.4,1,0.09,4.4,4.2,584,815,71.7,9476,2687,6.5,1.2,51,41,46,8,7,4,106,3,44,6,44,113,3.42,70,13,6,9,15,0.45,41,26,13,12,16,47.5,16,57,25,0,1252,44,33.8,76,58.5,741,61,70,77,834,87.0,86.9,87.0,0,,1.15,-9,-0.27,-9.2,-0.28,0,20,0,0,0,129,12,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.394,0.242,0.26,0.236,0.206,0.197,3.3,2.755,6.418,2.603,1.09,0.03,1.544,1.241,1.393,0.242,3.209,0.091,1.332,0.182,1.332,3.421,0.454,2.119,0.394,0.182,0.272,1.241,0.787,1.726,0.484,0.757,0.0,37.901,22.432,1.847,2.119,2.331,25.247,3.905,0.605,0.363,0.133,0.127,0.036,17.679,24.672,286.862,81.342,1.332,2.301,0.03,0.0,0.0,0.0,FW,0.3256,,,,0.2121,0.3429,0.4276,0.3733,0.2899,0.261,,,,,,,,,,,,,,,,,
Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18.0,1,0,2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,,0.0,0.0,,,,0,,0.0,0.0,2,2,100.0,25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,3,0,,0,,1,0,1,0,3,2.0,0.1,,1,2.0,0.0,0,0.0,0.1,2.55,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,45.0,0.0,45.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Steele,eng ENG,GK,Brighton,eng Premier League,33.0,2,2,180,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,101,112,90.2,2321,1556,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,1,0,114,0,,0,,91,0,0,0,83,90.0,5.3,90.0,0,,3.0,4,2.0,1.6,0.82,0,0,0,0,0,7,1,50.0,1.0,0.5,4.0,3.0,75.0,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.5,0.12,-0.5,110.0,7.0,13.6,25.1,22.0,2.0,9.1,3.0,1.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,57.0,45.5,0.0,0.0,0.0,41.5,3.5,0.0,0.5,0.0,0.0,0.0,50.5,56.0,1160.5,778.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35.0,27,27,2335,25.9,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,683,1002,68.2,18003,13417,0.0,0.0,0,15,0,0,0,0,0,0,0,3,0,1,0.04,1,0,0,0,0,0.0,1,0,1,0,0,25.0,0,1,11,2,1079,0,,0,,609,0,4,0,514,86.0,68.3,86.0,0,,0.96,-11,-0.42,-22.9,-0.88,0,0,0,0,0,20,2,50.0,42.0,1.62,128.0,85.0,70.3,6.0,8.0,13.0,3.0,11.1,4.0,3.0,1.0,44.3,0.3,4.3,820.0,142.0,39.5,34.5,413.0,13.0,3.1,20.0,0.77,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.039,0.0,0.039,0.0,0.0,0.0,0.039,0.0,0.039,0.0,0.424,0.077,41.589,23.473,0.0,0.154,0.0,19.812,0.771,0.0,0.077,0.0,0.0,0.0,26.325,38.621,693.906,517.143,0.0,0.0,0.039,0.0,0.0,0.0,GK,,,,0.3577,,,,,,,,,,,,,,,,,,,0.6157,0.6844,0.3736,0.185,0.4886
Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29.0,25,21,1784,19.8,0,3,0,0,8,0,0.2,0.2,3.9,52,54,107,9,0,0.0,0.45,0.0,0.0,,24.3,0,0.02,-0.2,-0.2,852,1028,82.9,12612,3739,3.1,-0.9,15,44,22,14,1,2,57,167,0,4,24,33,1.66,30,1,1,1,6,0.3,51,31,31,15,5,51.0,12,63,47,0,1270,28,35.9,38,48.7,739,6,22,15,779,71.0,52.2,78.0,4,38.0,2.0,24,1.21,21.7,1.09,0,38,0,1,0,71,25,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.151,0.01,0.01,0.197,0.156,2.623,2.724,5.398,0.454,0.0,0.0,0.757,2.22,1.11,0.706,2.876,8.425,0.0,0.202,1.211,1.665,0.303,1.513,0.05,0.05,0.05,2.573,1.564,3.178,0.605,2.371,0.0,64.07,37.281,0.303,1.11,0.757,39.299,3.582,1.917,1.261,-0.01,-0.01,-0.045,42.982,51.861,636.256,188.627,1.413,1.917,0.404,0.0,0.05,0.202,DF,,0.405,,,,,,,,,0.4021,0.6807,0.223,0.5556,0.2096,0.0,,,,,,,,,,,
Javi Hernández,es ESP,DF,Leganés,es La Liga,26.0,31,27,2389,26.5,2,1,0,0,6,0,0.8,0.8,1.5,40,80,90,17,6,35.3,0.64,0.23,0.12,0.33,21.3,2,0.04,1.2,1.2,797,1060,75.2,12398,4703,1.4,-0.5,17,54,11,4,1,4,52,181,4,3,21,41,1.54,31,6,0,2,3,0.11,26,15,16,7,3,37.0,23,49,98,0,1323,16,55.2,12,41.4,603,5,27,26,675,77.0,69.9,86.0,4,17.0,1.03,-13,-0.49,-15.5,-0.58,0,49,0,0,0,112,21,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.075,0.038,0.03,0.03,0.057,0.053,1.507,3.014,3.391,0.64,0.226,0.075,0.64,2.034,0.414,0.151,1.959,6.819,0.151,0.113,0.791,1.545,0.113,1.168,0.226,0.0,0.075,0.979,0.565,1.846,0.866,3.692,0.0,49.841,22.717,0.188,1.017,0.979,25.429,4.219,1.846,0.791,0.045,0.045,-0.019,30.025,39.933,467.066,177.175,0.603,0.452,0.226,0.0,0.0,0.151,DF,,0.3203,,,,,,,,,0.1727,0.4776,0.3794,0.53,0.244,0.0,,,,,,,,,,,
Javi López,es ESP,DF,Real Sociedad,es La Liga,22.0,29,21,1936,21.5,0,0,0,0,4,0,0.1,0.1,0.4,36,73,64,5,1,20.0,0.23,0.05,0.0,0.0,22.5,0,0.02,-0.1,-0.1,814,1038,78.4,13096,4784,1.0,-0.4,5,49,14,7,0,8,60,233,0,1,27,20,0.93,16,1,1,2,2,0.09,40,23,23,12,5,62.2,11,51,59,2,1247,18,46.2,18,46.2,571,4,24,22,674,67.0,56.6,80.0,8,32.0,1.31,-9,-0.42,-2.4,-0.11,0,30,0,0,0,92,10,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.019,0.046,1.674,3.394,2.975,0.232,0.046,0.0,0.232,2.278,0.651,0.325,2.789,10.832,0.0,0.046,1.255,0.93,0.093,0.744,0.046,0.046,0.093,1.86,1.069,2.371,0.511,2.743,0.093,57.97,26.544,0.186,1.116,1.023,31.333,4.277,1.395,0.465,-0.005,-0.005,-0.019,37.841,48.254,608.802,222.397,0.837,0.837,0.186,0.0,0.0,0.372,DF,,0.3245,,,,,,,,,0.2631,0.562,0.267,0.3833,0.289,0.155,,,,,,,,,,,
Javi Martínez,es ESP,MF,Osasuna,es La Liga,24.0,1,0,6,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,9,9,100.0,126,55,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,10,0,,0,,6,0,0,0,10,6.0,0.2,,1,6.0,0.0,-1,-15.0,-0.9,-13.09,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,90.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,1890.0,825.0,0.0,0.0,0.0,0.0,0.0,15.0,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25.0,3,0,53,0.6,0,0,0,0,1,0,0.0,0.0,0.0,0,0,3,0,0,,0.0,0.0,,,,0,,0.0,0.0,6,7,85.7,68,2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1.73,1,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,14,0,,0,,6,0,5,0,8,18.0,1.5,,3,18.0,1.67,1,1.7,1.3,2.18,0,1,0,0,0,2,2,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.094,0.0,0.0,0.0,0.0,1.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.698,0.0,1.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.774,10.189,0.0,8.491,0.0,13.585,3.396,1.698,3.396,0.0,0.0,0.0,10.189,11.887,115.472,3.396,0.0,0.0,1.698,0.0,0.0,5.094,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26.0,35,35,2974,33.0,12,4,5,5,8,0,11.6,7.7,3.0,73,75,113,66,19,28.8,2.0,0.57,0.11,0.37,20.7,0,0.12,0.4,-0.7,521,678,76.8,7991,1449,2.1,1.0,22,36,15,4,6,6,27,7,1,4,19,55,1.66,44,0,2,4,7,0.21,22,17,14,4,4,40.0,5,27,19,0,985,21,34.4,35,57.4,623,22,71,33,703,85.0,87.0,85.0,0,,1.03,-12,-0.36,-17.3,-0.52,0,22,1,0,0,105,9,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.363,0.121,0.351,0.233,0.091,0.064,2.209,2.27,3.42,1.997,0.575,0.0,0.666,1.089,0.454,0.121,0.817,0.212,0.03,0.121,0.575,1.664,0.212,1.332,0.0,0.061,0.121,0.666,0.514,0.817,0.151,0.575,0.0,29.808,18.853,0.666,2.149,0.999,21.274,3.178,0.666,0.272,0.012,-0.021,0.03,15.767,20.518,241.826,43.85,0.636,1.059,0.242,0.03,0.0,0.0,FW,0.2255,,,,0.2928,0.3159,0.2256,0.112,0.0883,0.1747,,,,,,,,,,,,,,,,,
Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21.0,36,26,2514,27.9,3,2,0,0,7,0,2.3,2.3,1.0,29,114,51,12,5,41.7,0.43,0.18,0.25,0.6,10.8,0,0.2,0.7,0.7,1488,1716,86.7,26876,8180,1.0,1.0,13,110,10,1,2,9,4,74,0,0,18,35,1.25,29,0,2,3,3,0.11,53,38,35,17,1,70.2,33,86,96,2,1994,10,45.5,9,40.9,1187,1,22,5,1411,70.0,73.5,85.0,10,29.0,1.53,4,0.14,8.1,0.29,0,37,0,0,0,87,40,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.107,0.072,0.082,0.082,0.036,0.036,1.038,4.081,1.826,0.43,0.179,0.0,0.465,3.938,0.358,0.036,0.143,2.649,0.0,0.0,0.644,1.253,0.107,1.038,0.0,0.072,0.107,1.897,1.36,3.079,1.181,3.437,0.072,71.384,42.494,0.036,0.788,0.179,50.513,3.115,1.325,1.432,0.025,0.025,0.036,53.27,61.432,962.148,292.84,0.358,0.322,0.251,0.0,0.0,0.358,DF,,0.4625,,,,,,,,,0.3851,0.781,0.3492,0.5922,0.3703,0.12,,,,,,,,,,,
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,25,25,2026,22.5,2,0,0,0,6,0,0.5,0.5,0.3,4,34,4,11,5,45.5,0.49,0.22,0.18,0.4,23.5,5,0.04,1.5,1.5,1015,1163,87.3,20366,7564,0.4,-0.3,6,42,1,0,0,11,0,6,0,8,6,14,0.62,13,0,0,0,2,0.09,26,16,19,6,1,65.4,22,48,111,3,1387,2,100.0,0,0.0,720,0,8,1,968,81.0,59.2,81.0,0,,0.6,-34,-1.51,-20.4,-0.91,0,19,0,2,0,57,34,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.089,0.0,0.022,0.022,0.013,0.018,0.178,1.51,0.178,0.489,0.222,0.222,0.267,1.866,0.044,0.0,0.0,0.267,0.0,0.355,0.267,0.622,0.089,0.577,0.0,0.0,0.0,1.155,0.711,2.132,0.977,4.931,0.133,61.614,31.984,0.0,0.355,0.044,43.001,2.532,0.844,1.51,0.067,0.067,-0.013,45.089,51.663,904.709,336.012,0.089,0.0,0.267,0.0,0.089,0.0,DF,,0.3908,,,,,,,,,0.222,0.7968,0.526,0.5811,0.0658,0.2217,,,,,,,,,,,
Javier Guerra,es ESP,MF,Valencia,es La Liga,21.0,36,31,2581,28.7,3,3,0,0,5,0,2.2,2.2,3.2,50,137,84,47,10,21.3,1.64,0.35,0.06,0.3,22.8,1,0.05,0.8,0.8,1023,1314,77.9,17160,5349,3.2,-0.2,23,119,23,4,8,11,45,6,15,11,40,74,2.58,56,5,5,3,6,0.21,50,27,18,21,11,46.4,20,70,49,3,1669,29,37.2,45,57.7,927,13,50,54,1136,72.0,75.5,80.0,5,17.0,1.25,-4,-0.14,-4.1,-0.14,0,34,0,0,0,168,17,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.105,0.105,0.077,0.077,0.112,0.112,1.744,4.777,2.929,1.639,0.349,0.035,0.802,4.15,0.802,0.139,1.569,0.209,0.523,0.384,1.395,2.58,0.209,1.953,0.174,0.174,0.105,1.744,0.941,2.441,0.697,1.709,0.105,58.198,32.325,0.453,1.744,1.883,39.613,5.858,1.186,0.593,0.028,0.028,-0.007,35.672,45.819,598.373,186.521,1.011,1.569,0.174,0.0,0.0,0.174,MF,,,0.297,,,,,,,,,,,,,,0.2001,0.3591,0.3039,0.2389,0.2325,0.5365,,,,,
